numero_declaracion,manifiesto,codigo,descripcion_mercaderia,item_nro,valor_item
IMP-CL-2023-0000867,MAN-2023-31426,4011.10.00,Neumáticos para automóviles,2,819769.32
IMP-CL-2023-0000867,MAN-2023-31426,2204.21.00,Vino tinto en botellas,3,2060464.71
IMP-CL-2023-0000867,MAN-2023-31426,7208.51.00,Productos planos de hierro laminado,4,432092.81
IMP-CL-2022-0000868,MAN-2022-17360,8701.20.00,Tractores de carretera,1,4299134.22
IMP-CL-2023-0000869,MAN-2023-75064,7208.51.00,Productos planos de hierro laminado,1,296476.95
IMP-CL-2023-0000869,MAN-2023-75064,0901.11.00,Café sin tostar,2,4111494.66
IMP-CL-2024-0000870,MAN-2024-37407,2204.21.00,Vino tinto en botellas,1,1196464.38
IMP-CL-2023-0000871,MAN-2023-15227,4011.10.00,Neumáticos para automóviles,1,487634.4
IMP-CL-2023-0000871,MAN-2023-15227,8474.20.00,Maquinaria trituradora de minerales,2,409996.5
IMP-CL-2023-0000871,MAN-2023-15227,8544.42.00,Conductores eléctricos con conector,3,1485729.7
IMP-CL-2023-0000871,MAN-2023-15227,3901.20.00,Polietileno de alta densidad,4,4588524.1
IMP-ES-2023-0000872,MAN-2023-66332,7606.11.00,Chapas y hojas de aluminio,1,1247049.04
IMP-ES-2023-0000872,MAN-2023-66332,8429.51.00,Cargadores frontales,2,1036670.04
IMP-ES-2023-0000872,MAN-2023-66332,8471.30.00,Computadores portátiles,3,3457558.35
IMP-ES-2023-0000872,MAN-2023-66332,1006.30.00,Arroz semiblanqueado,4,3452870
IMP-ES-2023-0000872,MAN-2023-66332,2710.12.00,Gasolina,5,3339524.58
IMP-VN-2023-0000873,MAN-2023-88914,8517.12.00,Teléfonos inteligentes,1,1452977.75
IMP-VN-2023-0000873,MAN-2023-88914,6109.10.00,Camisetas de algodón,2,6078796.5
IMP-VN-2023-0000873,MAN-2023-88914,2204.21.00,Vino tinto en botellas,3,4386189.9
IMP-VN-2023-0000873,MAN-2023-88914,8429.51.00,Cargadores frontales,4,2590653.8
IMP-VN-2023-0000873,MAN-2023-88914,8701.20.00,Tractores de carretera,5,2061889.23
IMP-ES-2023-0000874,MAN-2023-90385,8703.23.00,Automóviles de turismo,1,131461.38
IMP-ES-2023-0000874,MAN-2023-90385,6109.10.00,Camisetas de algodón,2,1805220.56
IMP-ES-2023-0000874,MAN-2023-90385,3004.90.00,Medicamentos para uso humano,3,1165917.88
IMP-ES-2023-0000874,MAN-2023-90385,6203.42.00,Pantalones de mezclilla,4,1084628.47
IMP-ES-2023-0000874,MAN-2023-90385,8471.30.00,Computadores portátiles,5,791846.25
IMP-CL-2023-0000875,MAN-2023-80724,8517.12.00,Teléfonos inteligentes,1,4517646.06
IMP-CL-2023-0000875,MAN-2023-80724,8429.51.00,Cargadores frontales,2,462353.84
IMP-CL-2023-0000875,MAN-2023-80724,4011.10.00,Neumáticos para automóviles,3,1381223.8
IMP-CL-2023-0000875,MAN-2023-80724,7208.51.00,Productos planos de hierro laminado,4,4984481.52
IMP-CL-2024-0000876,MAN-2024-87244,2204.21.00,Vino tinto en botellas,1,1584859.04
IMP-CL-2024-0000876,MAN-2024-87244,2710.12.00,Gasolina,2,632014.95
IMP-CL-2024-0000876,MAN-2024-87244,1006.30.00,Arroz semiblanqueado,3,1775657.56
IMP-ES-2024-0000877,MAN-2024-78544,3901.20.00,Polietileno de alta densidad,1,1073068.32
IMP-ES-2024-0000877,MAN-2024-78544,2710.12.00,Gasolina,2,4477284.85
IMP-ES-2024-0000878,MAN-2024-93441,3901.20.00,Polietileno de alta densidad,1,3934077.84
IMP-ES-2024-0000878,MAN-2024-93441,3004.90.00,Medicamentos para uso humano,2,3967514.4
IMP-ES-2024-0000878,MAN-2024-93441,8429.51.00,Cargadores frontales,3,679032.96
IMP-ES-2024-0000878,MAN-2024-93441,3002.20.00,Vacunas para medicina humana,4,1882609.9
IMP-VN-2023-0000879,MAN-2023-43367,8703.23.00,Automóviles de turismo,1,5308714.4
IMP-VN-2023-0000879,MAN-2023-43367,8429.51.00,Cargadores frontales,2,2923660.3
IMP-CL-2023-0000880,MAN-2023-91736,2710.12.00,Gasolina,1,196396.74
IMP-CL-2023-0000880,MAN-2023-91736,6203.42.00,Pantalones de mezclilla,2,84722.76
IMP-CL-2023-0000880,MAN-2023-91736,7208.51.00,Productos planos de hierro laminado,3,3568738.6
IMP-CL-2023-0000880,MAN-2023-91736,3901.20.00,Polietileno de alta densidad,4,3535173.6
IMP-ES-2023-0000881,MAN-2023-21942,7208.51.00,Productos planos de hierro laminado,1,1112155.2
IMP-ES-2023-0000881,MAN-2023-21942,8471.30.00,Computadores portátiles,2,3202202.75
IMP-ES-2023-0000881,MAN-2023-21942,4011.10.00,Neumáticos para automóviles,3,2264754.12
IMP-ES-2023-0000881,MAN-2023-21942,3002.20.00,Vacunas para medicina humana,4,3834365.64
IMP-CL-2023-0000882,MAN-2023-84494,3901.20.00,Polietileno de alta densidad,1,162343.2
IMP-CL-2023-0000882,MAN-2023-84494,8517.12.00,Teléfonos inteligentes,2,127801.98
IMP-CL-2023-0000882,MAN-2023-84494,1006.30.00,Arroz semiblanqueado,3,2308820.48
IMP-CL-2023-0000882,MAN-2023-84494,8528.72.00,Monitores y pantallas LCD,4,727259.64
IMP-CL-2024-0000883,MAN-2024-19739,1006.30.00,Arroz semiblanqueado,1,583156.26
IMP-CL-2024-0000883,MAN-2024-19739,6203.42.00,Pantalones de mezclilla,2,406247.4
IMP-CL-2024-0000883,MAN-2024-19739,3004.90.00,Medicamentos para uso humano,3,266233.37
IMP-ES-2022-0000884,MAN-2022-40612,8701.20.00,Tractores de carretera,1,1620453.76
IMP-ES-2022-0000884,MAN-2022-40612,8528.72.00,Monitores y pantallas LCD,2,367783.12
IMP-ES-2022-0000884,MAN-2022-40612,0901.11.00,Café sin tostar,3,1267147.2
IMP-ES-2022-0000884,MAN-2022-40612,2204.21.00,Vino tinto en botellas,4,4902294.15
IMP-ES-2022-0000884,MAN-2022-40612,7606.11.00,Chapas y hojas de aluminio,5,497632.1
IMP-ES-2023-0000885,MAN-2023-49662,3901.20.00,Polietileno de alta densidad,1,273222.18
IMP-CL-2024-0000886,MAN-2024-82883,8528.72.00,Monitores y pantallas LCD,1,939596.25
IMP-CL-2024-0000886,MAN-2024-82883,8703.23.00,Automóviles de turismo,2,1521186.87
IMP-CL-2024-0000886,MAN-2024-82883,4011.10.00,Neumáticos para automóviles,3,280497.57
IMP-CL-2024-0000886,MAN-2024-82883,3002.20.00,Vacunas para medicina humana,4,909752.58
IMP-CL-2022-0000887,MAN-2022-91052,0901.11.00,Café sin tostar,1,742156.8
IMP-CL-2022-0000887,MAN-2022-91052,2204.21.00,Vino tinto en botellas,2,568105.44
IMP-CL-2022-0000887,MAN-2022-91052,8701.20.00,Tractores de carretera,3,3940670.8
IMP-CL-2022-0000887,MAN-2022-91052,8703.23.00,Automóviles de turismo,4,610070.58
IMP-CL-2023-0000888,MAN-2023-29926,8474.20.00,Maquinaria trituradora de minerales,1,1332757.89
IMP-CL-2023-0000889,MAN-2023-87831,8703.23.00,Automóviles de turismo,1,2538769.8
IMP-VN-2024-0000890,MAN-2024-85729,6203.42.00,Pantalones de mezclilla,1,13915.28
IMP-VN-2024-0000890,MAN-2024-85729,8429.51.00,Cargadores frontales,2,623583.52
IMP-VN-2024-0000890,MAN-2024-85729,8544.42.00,Conductores eléctricos con conector,3,1279305.5
IMP-VN-2024-0000890,MAN-2024-85729,8703.23.00,Automóviles de turismo,4,58612.25
IMP-VN-2024-0000890,MAN-2024-85729,7208.51.00,Productos planos de hierro laminado,5,2208851.37
IMP-ES-2024-0000891,MAN-2024-57722,8429.51.00,Cargadores frontales,1,869672.73
IMP-ES-2024-0000891,MAN-2024-57722,2204.21.00,Vino tinto en botellas,2,757049.32
IMP-ES-2024-0000891,MAN-2024-57722,3901.20.00,Polietileno de alta densidad,3,3670276.5
IMP-ES-2024-0000891,MAN-2024-57722,1006.30.00,Arroz semiblanqueado,4,3959803.88
IMP-ES-2024-0000891,MAN-2024-57722,6109.10.00,Camisetas de algodón,5,2533254.48
IMP-CL-2024-0000892,MAN-2024-64273,3002.20.00,Vacunas para medicina humana,1,877208.5
IMP-CL-2024-0000892,MAN-2024-64273,7606.11.00,Chapas y hojas de aluminio,2,90286.04
IMP-CL-2024-0000892,MAN-2024-64273,6109.10.00,Camisetas de algodón,3,702635.45
IMP-CL-2024-0000892,MAN-2024-64273,8474.20.00,Maquinaria trituradora de minerales,4,1175098.7
IMP-CL-2024-0000892,MAN-2024-64273,3004.90.00,Medicamentos para uso humano,5,1157405.52
IMP-CL-2022-0000893,MAN-2022-69254,8703.23.00,Automóviles de turismo,1,2534413.5
IMP-VN-2023-0000894,MAN-2023-95410,1006.30.00,Arroz semiblanqueado,1,3690462.58
IMP-VN-2023-0000894,MAN-2023-95410,6109.10.00,Camisetas de algodón,2,2131349.62
IMP-VN-2023-0000894,MAN-2023-95410,8544.42.00,Conductores eléctricos con conector,3,95843.7
IMP-ES-2024-0000895,MAN-2024-41529,3901.20.00,Polietileno de alta densidad,1,3974473.53
IMP-ES-2024-0000895,MAN-2024-41529,2204.21.00,Vino tinto en botellas,2,409917.61
IMP-CL-2023-0000896,MAN-2023-27095,7606.11.00,Chapas y hojas de aluminio,1,4388.04
IMP-CL-2023-0000896,MAN-2023-27095,7208.51.00,Productos planos de hierro laminado,2,561401.28
IMP-ES-2024-0000897,MAN-2024-31273,3002.20.00,Vacunas para medicina humana,1,6921169.12
IMP-ES-2024-0000898,MAN-2024-21778,8517.12.00,Teléfonos inteligentes,1,313954.83
IMP-VN-2023-0000899,MAN-2023-78771,8429.51.00,Cargadores frontales,1,1051856.64
IMP-VN-2023-0000899,MAN-2023-78771,3901.20.00,Polietileno de alta densidad,2,880509.6
IMP-VN-2023-0000899,MAN-2023-78771,8703.23.00,Automóviles de turismo,3,2939594.4
IMP-CL-2024-0000900,MAN-2024-34212,8528.72.00,Monitores y pantallas LCD,1,3229098.3
IMP-CL-2024-0000900,MAN-2024-34212,8471.30.00,Computadores portátiles,2,889967.4
IMP-CL-2024-0000900,MAN-2024-34212,7606.11.00,Chapas y hojas de aluminio,3,71314.88
IMP-ES-2023-0000901,MAN-2023-81999,7208.51.00,Productos planos de hierro laminado,1,2414255.48
IMP-ES-2023-0000901,MAN-2023-81999,8471.30.00,Computadores portátiles,2,588474.24
IMP-ES-2023-0000901,MAN-2023-81999,8517.12.00,Teléfonos inteligentes,3,637232.75
IMP-ES-2023-0000901,MAN-2023-81999,7606.11.00,Chapas y hojas de aluminio,4,2403185.72
IMP-CL-2024-0000902,MAN-2024-14795,0901.11.00,Café sin tostar,1,817590
IMP-CL-2024-0000902,MAN-2024-14795,3004.90.00,Medicamentos para uso humano,2,10101.6
IMP-CL-2024-0000902,MAN-2024-14795,2710.12.00,Gasolina,3,22734.32
IMP-CL-2024-0000902,MAN-2024-14795,8429.51.00,Cargadores frontales,4,2708788.74
IMP-CL-2024-0000903,MAN-2024-53757,6109.10.00,Camisetas de algodón,1,1830823.19
IMP-CL-2024-0000903,MAN-2024-53757,8429.51.00,Cargadores frontales,2,2941829.1
IMP-CL-2024-0000903,MAN-2024-53757,3002.20.00,Vacunas para medicina humana,3,840767.2
IMP-CL-2024-0000903,MAN-2024-53757,7606.11.00,Chapas y hojas de aluminio,4,159913.42
IMP-CL-2024-0000903,MAN-2024-53757,0901.11.00,Café sin tostar,5,2922795.48
IMP-CL-2022-0000904,MAN-2022-66712,3004.90.00,Medicamentos para uso humano,1,97752.9
IMP-CL-2022-0000904,MAN-2022-66712,6203.42.00,Pantalones de mezclilla,2,4828140.52
IMP-CL-2022-0000905,MAN-2022-34410,7606.11.00,Chapas y hojas de aluminio,1,1869871.52
IMP-CL-2022-0000905,MAN-2022-34410,2204.21.00,Vino tinto en botellas,2,745512.97
IMP-CL-2022-0000905,MAN-2022-34410,8474.20.00,Maquinaria trituradora de minerales,3,2803316.75
IMP-CL-2022-0000905,MAN-2022-34410,8429.51.00,Cargadores frontales,4,12182.43
IMP-CL-2023-0000906,MAN-2023-81752,6203.42.00,Pantalones de mezclilla,1,4866475.41
IMP-CL-2023-0000906,MAN-2023-81752,7606.11.00,Chapas y hojas de aluminio,2,3837248.06
IMP-VN-2024-0000907,MAN-2024-97253,4011.10.00,Neumáticos para automóviles,1,3232355.11
IMP-ES-2024-0000908,MAN-2024-20525,3002.20.00,Vacunas para medicina humana,1,77678.4
IMP-ES-2024-0000908,MAN-2024-20525,0901.11.00,Café sin tostar,2,801755.94
IMP-CL-2023-0000909,MAN-2023-83336,2710.12.00,Gasolina,1,487860
IMP-CL-2023-0000909,MAN-2023-83336,2204.21.00,Vino tinto en botellas,2,3831161.49
IMP-CL-2023-0000909,MAN-2023-83336,3002.20.00,Vacunas para medicina humana,3,328746.66
IMP-CL-2023-0000909,MAN-2023-83336,4011.10.00,Neumáticos para automóviles,4,1328496.96
IMP-CL-2023-0000909,MAN-2023-83336,8544.42.00,Conductores eléctricos con conector,5,6139414.97
IMP-VN-2022-0000910,MAN-2022-17629,8701.20.00,Tractores de carretera,1,3095318.76
IMP-VN-2022-0000910,MAN-2022-17629,0901.11.00,Café sin tostar,2,200015.61
IMP-VN-2022-0000910,MAN-2022-17629,8429.51.00,Cargadores frontales,3,884017.84
IMP-VN-2022-0000911,MAN-2022-49631,8471.30.00,Computadores portátiles,1,749907.4
IMP-CL-2024-0000912,MAN-2024-11897,7208.51.00,Productos planos de hierro laminado,1,1566766.76
IMP-VN-2023-0000913,MAN-2023-45840,3002.20.00,Vacunas para medicina humana,1,3475960.67
IMP-VN-2023-0000913,MAN-2023-45840,4011.10.00,Neumáticos para automóviles,2,1136642.1
IMP-VN-2023-0000913,MAN-2023-45840,0901.11.00,Café sin tostar,3,1743340.8
IMP-VN-2023-0000913,MAN-2023-45840,6109.10.00,Camisetas de algodón,4,2604428.52
IMP-VN-2022-0000914,MAN-2022-78303,1006.30.00,Arroz semiblanqueado,1,907696.53
IMP-VN-2022-0000914,MAN-2022-78303,8703.23.00,Automóviles de turismo,2,67663.8
IMP-VN-2022-0000914,MAN-2022-78303,2710.12.00,Gasolina,3,184258.56
IMP-VN-2022-0000914,MAN-2022-78303,8517.12.00,Teléfonos inteligentes,4,2835484.06
IMP-VN-2022-0000914,MAN-2022-78303,3004.90.00,Medicamentos para uso humano,5,4292185.5
IMP-VN-2023-0000915,MAN-2023-82253,8544.42.00,Conductores eléctricos con conector,1,13571.61
IMP-VN-2023-0000915,MAN-2023-82253,0901.11.00,Café sin tostar,2,3623344.69
IMP-VN-2023-0000915,MAN-2023-82253,3004.90.00,Medicamentos para uso humano,3,780365.88
IMP-VN-2023-0000915,MAN-2023-82253,3002.20.00,Vacunas para medicina humana,4,881128.99
IMP-CL-2024-0000916,MAN-2024-73166,4011.10.00,Neumáticos para automóviles,1,4438350.41
IMP-CL-2022-0000917,MAN-2022-85548,0901.11.00,Café sin tostar,1,3068965.59
IMP-CL-2022-0000917,MAN-2022-85548,2204.21.00,Vino tinto en botellas,2,4018314.56
IMP-ES-2022-0000918,MAN-2022-37944,8528.72.00,Monitores y pantallas LCD,1,1537982.88
IMP-ES-2022-0000918,MAN-2022-37944,7606.11.00,Chapas y hojas de aluminio,2,1080169.02
IMP-ES-2022-0000918,MAN-2022-37944,8471.30.00,Computadores portátiles,3,1337678.52
IMP-ES-2022-0000918,MAN-2022-37944,3901.20.00,Polietileno de alta densidad,4,946737.96
IMP-CL-2024-0000919,MAN-2024-97454,2204.21.00,Vino tinto en botellas,1,31442.27
IMP-CL-2024-0000919,MAN-2024-97454,3004.90.00,Medicamentos para uso humano,2,328448.95
IMP-CL-2024-0000919,MAN-2024-97454,8429.51.00,Cargadores frontales,3,4875610.14
IMP-CL-2024-0000919,MAN-2024-97454,7208.51.00,Productos planos de hierro laminado,4,7141532.85
IMP-CL-2024-0000919,MAN-2024-97454,6109.10.00,Camisetas de algodón,5,2887731.84
IMP-ES-2023-0000920,MAN-2023-57095,1006.30.00,Arroz semiblanqueado,1,3923926.5
IMP-ES-2023-0000920,MAN-2023-57095,2204.21.00,Vino tinto en botellas,2,3011183.1
IMP-CL-2022-0000921,MAN-2022-45805,8703.23.00,Automóviles de turismo,1,2573500.02
IMP-CL-2023-0000922,MAN-2023-69546,8471.30.00,Computadores portátiles,1,3092045.31
IMP-CL-2023-0000922,MAN-2023-69546,3004.90.00,Medicamentos para uso humano,2,4842054.68
IMP-CL-2023-0000922,MAN-2023-69546,8544.42.00,Conductores eléctricos con conector,3,5793234.5
IMP-ES-2023-0000923,MAN-2023-34856,0901.11.00,Café sin tostar,1,4055647.5
IMP-ES-2023-0000923,MAN-2023-34856,7208.51.00,Productos planos de hierro laminado,2,519815.37
IMP-ES-2023-0000923,MAN-2023-34856,3004.90.00,Medicamentos para uso humano,3,293364
IMP-ES-2023-0000923,MAN-2023-34856,3901.20.00,Polietileno de alta densidad,4,6369099.8
IMP-ES-2023-0000923,MAN-2023-34856,8528.72.00,Monitores y pantallas LCD,5,531715.98
IMP-CL-2022-0000924,MAN-2022-88669,8544.42.00,Conductores eléctricos con conector,1,1126643.91
IMP-CL-2022-0000924,MAN-2022-88669,3002.20.00,Vacunas para medicina humana,2,1019743.02
IMP-CL-2022-0000924,MAN-2022-88669,7606.11.00,Chapas y hojas de aluminio,3,2815783.12
IMP-CL-2022-0000924,MAN-2022-88669,8517.12.00,Teléfonos inteligentes,4,1557502.83
IMP-CL-2022-0000924,MAN-2022-88669,8474.20.00,Maquinaria trituradora de minerales,5,77188.95
IMP-CL-2023-0000925,MAN-2023-29252,1006.30.00,Arroz semiblanqueado,1,895546.08
IMP-CL-2023-0000926,MAN-2023-29739,8528.72.00,Monitores y pantallas LCD,1,5610184.38
IMP-CL-2023-0000926,MAN-2023-29739,6109.10.00,Camisetas de algodón,2,5629875.75
IMP-CL-2023-0000926,MAN-2023-29739,8471.30.00,Computadores portátiles,3,879592.98
IMP-VN-2023-0000927,MAN-2023-40199,3002.20.00,Vacunas para medicina humana,1,3384028.56
IMP-VN-2023-0000927,MAN-2023-40199,8703.23.00,Automóviles de turismo,2,5636858.08
IMP-VN-2023-0000927,MAN-2023-40199,1006.30.00,Arroz semiblanqueado,3,2314704.88
IMP-VN-2023-0000927,MAN-2023-40199,2204.21.00,Vino tinto en botellas,4,686077.58
IMP-VN-2023-0000927,MAN-2023-40199,7606.11.00,Chapas y hojas de aluminio,5,1625259.6
IMP-VN-2024-0000928,MAN-2024-99655,6109.10.00,Camisetas de algodón,1,1346209.68
IMP-ES-2024-0000929,MAN-2024-87447,2204.21.00,Vino tinto en botellas,1,4478885.04
IMP-ES-2023-0000930,MAN-2023-79557,0901.11.00,Café sin tostar,1,321531.84
IMP-ES-2023-0000930,MAN-2023-79557,6109.10.00,Camisetas de algodón,2,4004931.84
IMP-ES-2023-0000930,MAN-2023-79557,8703.23.00,Automóviles de turismo,3,608175
IMP-ES-2023-0000930,MAN-2023-79557,3901.20.00,Polietileno de alta densidad,4,4469811.5
IMP-ES-2024-0000931,MAN-2024-67536,8429.51.00,Cargadores frontales,1,330100.8
IMP-CL-2023-0000932,MAN-2023-75987,2710.12.00,Gasolina,1,1982237.7
IMP-CL-2023-0000932,MAN-2023-75987,8703.23.00,Automóviles de turismo,2,1670705.36
IMP-CL-2023-0000932,MAN-2023-75987,3004.90.00,Medicamentos para uso humano,3,3278255.2
IMP-CL-2024-0000933,MAN-2024-85796,8429.51.00,Cargadores frontales,1,951024.6
IMP-CL-2024-0000933,MAN-2024-85796,3002.20.00,Vacunas para medicina humana,2,76862.44
IMP-CL-2024-0000933,MAN-2024-85796,6109.10.00,Camisetas de algodón,3,1668069.48
IMP-CL-2024-0000933,MAN-2024-85796,8703.23.00,Automóviles de turismo,4,1787334.95
IMP-CL-2024-0000934,MAN-2024-19601,2204.21.00,Vino tinto en botellas,1,165920.37
IMP-CL-2024-0000934,MAN-2024-19601,8474.20.00,Maquinaria trituradora de minerales,2,2609626.23
IMP-CL-2024-0000934,MAN-2024-19601,8429.51.00,Cargadores frontales,3,849487.76
IMP-CL-2024-0000934,MAN-2024-19601,6109.10.00,Camisetas de algodón,4,467019
IMP-CL-2023-0000935,MAN-2023-99073,8703.23.00,Automóviles de turismo,1,667760.73
IMP-CL-2023-0000935,MAN-2023-99073,3004.90.00,Medicamentos para uso humano,2,1521722.49
IMP-CL-2023-0000935,MAN-2023-99073,1006.30.00,Arroz semiblanqueado,3,1808659.05
IMP-CL-2023-0000935,MAN-2023-99073,7606.11.00,Chapas y hojas de aluminio,4,1602448.08
IMP-CL-2022-0000936,MAN-2022-10332,8474.20.00,Maquinaria trituradora de minerales,1,48326.46
IMP-CL-2022-0000937,MAN-2022-35384,7208.51.00,Productos planos de hierro laminado,1,4057617.6
IMP-CL-2022-0000937,MAN-2022-35384,8471.30.00,Computadores portátiles,2,4052243.2
IMP-CL-2022-0000937,MAN-2022-35384,0901.11.00,Café sin tostar,3,4200518.32
IMP-CL-2023-0000938,MAN-2023-64225,8517.12.00,Teléfonos inteligentes,1,3126414.6
IMP-CL-2023-0000938,MAN-2023-64225,2204.21.00,Vino tinto en botellas,2,2471433.9
IMP-ES-2024-0000939,MAN-2024-53880,3901.20.00,Polietileno de alta densidad,1,250545.24
IMP-ES-2024-0000939,MAN-2024-53880,8544.42.00,Conductores eléctricos con conector,2,1385863.79
IMP-ES-2024-0000939,MAN-2024-53880,4011.10.00,Neumáticos para automóviles,3,2207045
IMP-ES-2024-0000939,MAN-2024-53880,3002.20.00,Vacunas para medicina humana,4,2515497.81
IMP-ES-2024-0000939,MAN-2024-53880,8528.72.00,Monitores y pantallas LCD,5,2870189.26
IMP-CL-2024-0000940,MAN-2024-94106,4011.10.00,Neumáticos para automóviles,1,452219.24
IMP-CL-2024-0000940,MAN-2024-94106,6109.10.00,Camisetas de algodón,2,2298836.54
IMP-CL-2024-0000940,MAN-2024-94106,7208.51.00,Productos planos de hierro laminado,3,4596859.55
IMP-ES-2022-0000941,MAN-2022-46023,6109.10.00,Camisetas de algodón,1,5749080.48
IMP-ES-2022-0000941,MAN-2022-46023,3901.20.00,Polietileno de alta densidad,2,32091.7
IMP-ES-2022-0000941,MAN-2022-46023,8517.12.00,Teléfonos inteligentes,3,942362.16
IMP-CL-2024-0000942,MAN-2024-44662,8471.30.00,Computadores portátiles,1,288827.04
IMP-CL-2024-0000942,MAN-2024-44662,1006.30.00,Arroz semiblanqueado,2,958767.37
IMP-CL-2024-0000942,MAN-2024-44662,8474.20.00,Maquinaria trituradora de minerales,3,1434251.35
IMP-ES-2022-0000943,MAN-2022-13005,0901.11.00,Café sin tostar,1,867376
IMP-ES-2022-0000943,MAN-2022-13005,8528.72.00,Monitores y pantallas LCD,2,153072.64
IMP-ES-2022-0000943,MAN-2022-13005,8517.12.00,Teléfonos inteligentes,3,3297841.64
IMP-ES-2022-0000943,MAN-2022-13005,4011.10.00,Neumáticos para automóviles,4,4588167.5
IMP-ES-2022-0000943,MAN-2022-13005,8471.30.00,Computadores portátiles,5,291248.16
IMP-CL-2023-0000944,MAN-2023-88410,7208.51.00,Productos planos de hierro laminado,1,2253680.16
IMP-CL-2023-0000944,MAN-2023-88410,8471.30.00,Computadores portátiles,2,1913493.06
IMP-VN-2022-0000945,MAN-2022-39884,6203.42.00,Pantalones de mezclilla,1,2959962.86
IMP-VN-2022-0000945,MAN-2022-39884,7606.11.00,Chapas y hojas de aluminio,2,33120.27
IMP-CL-2024-0000946,MAN-2024-13139,0901.11.00,Café sin tostar,1,1773981
IMP-CL-2024-0000946,MAN-2024-13139,8471.30.00,Computadores portátiles,2,481953.78
IMP-CL-2024-0000946,MAN-2024-13139,8544.42.00,Conductores eléctricos con conector,3,231200.64
IMP-CL-2022-0000947,MAN-2022-56297,3002.20.00,Vacunas para medicina humana,1,508452
IMP-CL-2022-0000947,MAN-2022-56297,8471.30.00,Computadores portátiles,2,3750643.2
IMP-CL-2022-0000947,MAN-2022-56297,1006.30.00,Arroz semiblanqueado,3,713653.12
IMP-CL-2023-0000948,MAN-2023-49446,8701.20.00,Tractores de carretera,1,134082.88
IMP-CL-2023-0000948,MAN-2023-49446,8471.30.00,Computadores portátiles,2,4711525
IMP-CL-2022-0000949,MAN-2022-77530,2204.21.00,Vino tinto en botellas,1,1218643.47
IMP-VN-2022-0000950,MAN-2022-52642,2710.12.00,Gasolina,1,488952.64
IMP-CL-2022-0000951,MAN-2022-45587,3002.20.00,Vacunas para medicina humana,1,1679034.76
IMP-CL-2022-0000951,MAN-2022-45587,0901.11.00,Café sin tostar,2,93238.04
IMP-CL-2022-0000951,MAN-2022-45587,8517.12.00,Teléfonos inteligentes,3,2703404.92
IMP-ES-2024-0000952,MAN-2024-67196,8429.51.00,Cargadores frontales,1,864591.84
IMP-CL-2023-0000953,MAN-2023-57780,8474.20.00,Maquinaria trituradora de minerales,1,1000144.74
IMP-CL-2023-0000953,MAN-2023-57780,8429.51.00,Cargadores frontales,2,211494.36
IMP-CL-2023-0000953,MAN-2023-57780,1006.30.00,Arroz semiblanqueado,3,1013556.96
IMP-CL-2023-0000953,MAN-2023-57780,2204.21.00,Vino tinto en botellas,4,1482202.8
IMP-CL-2023-0000954,MAN-2023-58569,1006.30.00,Arroz semiblanqueado,1,3244193.16
IMP-CL-2023-0000954,MAN-2023-58569,2204.21.00,Vino tinto en botellas,2,7128622.9
IMP-CL-2023-0000954,MAN-2023-58569,3002.20.00,Vacunas para medicina humana,3,336712.2
IMP-CL-2023-0000954,MAN-2023-58569,8701.20.00,Tractores de carretera,4,5922513.41
IMP-CL-2023-0000954,MAN-2023-58569,8474.20.00,Maquinaria trituradora de minerales,5,2446613.26
IMP-VN-2022-0000955,MAN-2022-38460,7208.51.00,Productos planos de hierro laminado,1,1642141.5
IMP-VN-2022-0000955,MAN-2022-38460,4011.10.00,Neumáticos para automóviles,2,280290.24
IMP-VN-2022-0000955,MAN-2022-38460,6203.42.00,Pantalones de mezclilla,3,3232025.88
IMP-VN-2022-0000955,MAN-2022-38460,3901.20.00,Polietileno de alta densidad,4,1632050
IMP-VN-2022-0000955,MAN-2022-38460,3004.90.00,Medicamentos para uso humano,5,3499546.68
IMP-CL-2024-0000956,MAN-2024-49187,8471.30.00,Computadores portátiles,1,2346987.06
IMP-CL-2024-0000956,MAN-2024-49187,6203.42.00,Pantalones de mezclilla,2,1790828.3
IMP-VN-2023-0000957,MAN-2023-89935,3002.20.00,Vacunas para medicina humana,1,840969.36
IMP-VN-2023-0000957,MAN-2023-89935,0901.11.00,Café sin tostar,2,977582.88
IMP-VN-2023-0000957,MAN-2023-89935,7606.11.00,Chapas y hojas de aluminio,3,199878.15
IMP-VN-2023-0000957,MAN-2023-89935,6109.10.00,Camisetas de algodón,4,2315068.84
IMP-ES-2023-0000958,MAN-2023-41849,1006.30.00,Arroz semiblanqueado,1,1569180.8
IMP-ES-2023-0000958,MAN-2023-41849,3002.20.00,Vacunas para medicina humana,2,932189.6
IMP-ES-2023-0000958,MAN-2023-41849,3004.90.00,Medicamentos para uso humano,3,84742.86
IMP-CL-2024-0000959,MAN-2024-99979,8701.20.00,Tractores de carretera,1,814433.68
IMP-CL-2024-0000959,MAN-2024-99979,8517.12.00,Teléfonos inteligentes,2,860774.6
IMP-ES-2024-0000960,MAN-2024-29782,7208.51.00,Productos planos de hierro laminado,1,2925576
IMP-ES-2024-0000960,MAN-2024-29782,2710.12.00,Gasolina,2,372442.56
IMP-ES-2024-0000960,MAN-2024-29782,3004.90.00,Medicamentos para uso humano,3,175748.97
IMP-ES-2024-0000961,MAN-2024-65484,2204.21.00,Vino tinto en botellas,1,54679.23
