numero_declaracion,fecha_declaracion,pais_importacion,aduana,importador_nombre,importador_tax_id,exportador_pais,via_transporte,naviera,nombre_nave,numero_bl,puerto_origen,fecha_embarque,fecha_arribo,dias_transito,numero_manifiesto,contenedores,tipo_contenedor,num_contenedores,peso_bruto_kg,volumen_m3,bultos,num_items,items_detalle,valor_fob_usd,flete_usd,seguro_usd,valor_cif_usd,tasa_advalorem_pct,derechos_advalorem,iva,total_tributos,moneda,canal,estado,fecha_liquidacion
IMP-CL-2023-0000909,2023-05-03,CL,VALPARAISO,Viña Concha y Toro S.A.,62.520.637-3,KR,MARITIMO,MSC,ANDROMEDA LEADER,MSC726608947,HAMBURG,2023-04-10,2023-05-02,23,MAN-2023-83336,OOLU8679647,DRY 40',1,27737.8,37.12,974,5,1:2710.12.00:Gasolina:400:487860.00USD | 2:2204.21.00:Vino tinto en botellas:351:3831161.49USD | 3:3002.20.00:Vacunas para medicina humana:66:328746.66USD | 4:4011.10.00:Neumáticos para automóviles:203:1328496.96USD | 5:8544.42.00:Conductores eléctricos con conector:449:6139414.97USD,12115680.08,756836.5,109621.01,12982137.59,15.0,1947320.64,2836597.06,4783917.7,USD,AMARILLO,LIQUIDADO,2023-05-06
IMP-VN-2022-0000910,2022-01-02,VN,HO CHI MINH,Vinamilk,VN1852063001,SG,MARITIMO,Evergreen Marine,HAPAG LLOYD BERLIN,EVER651417634,HAMBURG,2021-12-08,2021-12-30,25,MAN-2022-17629,YMLU4454399|TRHU7956373|HLXU5314614|TRHU6650849,REEFER 40',4,8448.3,18.07,1162,3,1:8701.20.00:Tractores de carretera:439:3095318.76USD | 2:0901.11.00:Café sin tostar:87:200015.61USD | 3:8429.51.00:Cargadores frontales:167:884017.84USD,4179352.21,284064.82,31011.36,4494428.39,15.0,674164.26,516859.26,1191023.52,USD,VERDE,ACEPTADO,2022-01-06
IMP-VN-2022-0000911,2022-03-06,VN,HANOI,Hoa Phat Group,VN1531898944,CN,MARITIMO,Yang Ming,COSCO SHIPPING UNIVERSE,YANG689178808,BUSAN,2022-02-15,2022-03-05,19,MAN-2022-49631,OOLU4715269|TCKU6887527|OOLU8737724|HLXU4118675,DRY 40',4,26544.5,18.29,1044,1,1:8471.30.00:Computadores portátiles:340:749907.40USD,749907.4,52743.43,7257.18,809908.01,6.0,48594.48,85850.25,134444.73,USD,VERDE,ACEPTADO,2022-03-11
IMP-CL-2024-0000912,2024-03-22,CL,ARICA,Cencosud S.A.,90.698.101-8,JP,MARITIMO,PIL,EVER GIVEN,PIL406622147,VALENCIA,2024-02-10,2024-03-19,41,MAN-2024-11897,APHU4316893|COSU9625133|EISU7091258|YMLU2532862,REEFER 20',4,27772.3,56.67,57,1,1:7208.51.00:Productos planos de hierro laminado:107:1566766.76USD,1566766.76,105434.37,14310.07,1686511.2,6.0,101190.67,339663.36,440854.03,USD,VERDE,ACEPTADO,2024-03-25
IMP-VN-2023-0000913,2023-05-21,VN,DA NANG,Vietjet Air,VN3158035751,MY,MARITIMO,COSCO Shipping,YANG MING WIND,COSC363616056,HAMBURG,2023-04-11,2023-05-19,40,MAN-2023-45840,TCKU9408295|TRHU1503223|EISU7526187,REEFER 20',3,9981.2,69.18,1142,4,1:3002.20.00:Vacunas para medicina humana:469:3475960.67USD | 2:4011.10.00:Neumáticos para automóviles:110:1136642.10USD | 3:0901.11.00:Café sin tostar:496:1743340.80USD | 4:6109.10.00:Camisetas de algodón:226:2604428.52USD,8960372.09,664045.6,111484.98,9735902.67,18.0,1752462.48,1148836.52,2901299.0,USD,AMARILLO,ACEPTADO,2023-05-24
IMP-VN-2022-0000914,2022-03-30,VN,HAI PHONG,Hoa Phat Group,VN2940781542,CN,MARITIMO,CMA CGM,MAERSK EDINBURGH,CMA686157422,SINGAPORE,2022-02-21,2022-03-28,37,MAN-2022-78303,YMLU4729429|YMLU4895575,HC 40',2,7406.2,31.37,685,5,1:1006.30.00:Arroz semiblanqueado:81:907696.53USD | 2:8703.23.00:Automóviles de turismo:30:67663.80USD | 3:2710.12.00:Gasolina:24:184258.56USD | 4:8517.12.00:Teléfonos inteligentes:293:2835484.06USD | 5:3004.90.00:Medicamentos para uso humano:425:4292185.50USD,8287288.45,364814.22,107918.32,8760020.99,15.0,1314003.15,1007402.41,2321405.56,USD,AMARILLO,LIQUIDADO,2022-03-31
IMP-VN-2023-0000915,2023-11-08,VN,HANOI,Hoa Phat Group,VN8296086549,GB,MARITIMO,Maersk Line,SANTA URSULA,MAER946807959,HONG KONG,2023-09-24,2023-11-06,45,MAN-2023-82253,MSKU8147584,DRY 20',1,5622.2,12.53,702,4,1:8544.42.00:Conductores eléctricos con conector:1:13571.61USD | 2:0901.11.00:Café sin tostar:301:3623344.69USD | 3:3004.90.00:Medicamentos para uso humano:109:780365.88USD | 4:3002.20.00:Vacunas para medicina humana:133:881128.99USD,5298411.17,280698.13,65417.11,5644526.41,10.0,564452.64,620897.91,1185350.55,USD,AMARILLO,LIQUIDADO,2023-11-12
IMP-CL-2024-0000916,2024-10-26,CL,PUERTO MONTT,Comercial Atacama S.A.,8.477.862-2,NL,MARITIMO,Maersk Line,MAERSK EDINBURGH,MAER307256730,HONG KONG,2024-09-16,2024-10-23,40,MAN-2024-73166,APHU4718013|HLXU4635203|EISU3198186,REEFER 40',3,11939.6,51.48,831,1,1:4011.10.00:Neumáticos para automóviles:463:4438350.41USD,4438350.41,142560.96,58965.61,4639876.98,0.0,0.0,881576.63,881576.63,USD,VERDE,ACEPTADO,2024-10-31
IMP-CL-2022-0000917,2022-08-05,CL,VALPARAISO,Importadora del Pacífico Ltda.,82.253.952-1,MX,MARITIMO,ONE (Ocean Network Express),MSC OSCAR,ONE542149936,LOS ANGELES,2022-07-18,2022-08-04,18,MAN-2022-85548,TRHU5952694,REEFER 40',1,16125.6,42.6,398,2,1:0901.11.00:Café sin tostar:439:3068965.59USD | 2:2204.21.00:Vino tinto en botellas:494:4018314.56USD,7087280.15,535522.21,75049.8,7697852.16,6.0,461871.13,1550347.43,2012218.56,USD,VERDE,ACEPTADO,2022-08-10
IMP-ES-2022-0000918,2022-06-16,ES,BILBAO,Freixenet S.A.,ES45592724B,US,MARITIMO,COSCO Shipping,COSCO SHIPPING UNIVERSE,COSC613249108,LOS ANGELES,2022-05-13,2022-06-14,34,MAN-2022-37944,MSCU9227474|MSKU8089455|MSKU3578628,REEFER 40',3,6550.1,57.83,162,4,1:8528.72.00:Monitores y pantallas LCD:329:1537982.88USD | 2:7606.11.00:Chapas y hojas de aluminio:486:1080169.02USD | 3:8471.30.00:Computadores portátiles:436:1337678.52USD | 4:3901.20.00:Polietileno de alta densidad:84:946737.96USD,4902568.38,379391.39,66165.56,5348125.33,15.0,802218.8,1291572.27,2093791.07,EUR,VERDE,ACEPTADO,2022-06-17
IMP-CL-2024-0000919,2024-10-12,CL,ARICA,Importadora del Pacífico Ltda.,77.751.701-1,JP,MARITIMO,CMA CGM,MAERSK EDINBURGH,CMA883686375,GUANGZHOU,2024-09-13,2024-10-09,29,MAN-2024-97454,MSCU7515091|TRHU7217607,DRY 20',2,12306.5,36.88,201,5,1:2204.21.00:Vino tinto en botellas:277:31442.27USD | 2:3004.90.00:Medicamentos para uso humano:205:328448.95USD | 3:8429.51.00:Cargadores frontales:354:4875610.14USD | 4:7208.51.00:Productos planos de hierro laminado:485:7141532.85USD | 5:6109.10.00:Camisetas de algodón:464:2887731.84USD,15264766.05,1203121.41,96367.72,16564255.18,0.0,0.0,3147208.48,3147208.48,USD,VERDE,ACEPTADO,2024-10-14
IMP-ES-2023-0000920,2023-03-30,ES,VALENCIA,Navantia S.A.,ES83493995B,FR,MARITIMO,Maersk Line,PACIFIC CARRIER,MAER133115847,TOKYO,2023-03-06,2023-03-29,24,MAN-2023-57095,TCKU4710478|MSKU5772932|EISU8222168|APHU9470736,OPEN TOP 20',4,17145.8,60.01,225,2,1:1006.30.00:Arroz semiblanqueado:299:3923926.50USD | 2:2204.21.00:Vino tinto en botellas:261:3011183.10USD,6935109.6,409452.05,98150.9,7442712.55,0.0,0.0,1562969.64,1562969.64,EUR,VERDE,LIQUIDADO,2023-04-02
IMP-CL-2022-0000921,2022-07-02,CL,SAN ANTONIO,Importadora del Pacífico Ltda.,39.447.566-0,MX,MARITIMO,Maersk Line,PACIFIC CARRIER,MAER556181458,NINGBO,2022-06-12,2022-07-01,20,MAN-2022-45805,APHU1223625,HC 40',1,7515.5,56.76,843,1,1:8703.23.00:Automóviles de turismo:406:2573500.02USD,2573500.02,143970.18,23288.84,2740759.04,6.0,164445.54,551988.87,716434.41,USD,AMARILLO,ACEPTADO,2022-07-07
IMP-CL-2023-0000922,2023-06-24,CL,IQUIQUE,Comercial Atacama S.A.,43.970.906-9,GB,MARITIMO,PIL,COSCO SHIPPING UNIVERSE,PIL798514635,NINGBO,2023-05-29,2023-06-21,26,MAN-2023-69546,YMLU6712311|OOLU8251085|TRHU4698345|TRHU6844967,REEFER 40',4,18481.2,36.66,300,3,1:8471.30.00:Computadores portátiles:303:3092045.31USD | 2:3004.90.00:Medicamentos para uso humano:436:4842054.68USD | 3:8544.42.00:Conductores eléctricos con conector:425:5793234.50USD,13727334.49,756034.49,125463.84,14608832.82,6.0,876529.97,2942218.93,3818748.9,USD,VERDE,LIQUIDADO,2023-06-28
IMP-ES-2023-0000923,2023-01-02,ES,BILBAO,Grupo Antolin S.A.,ES63555221P,CN,MARITIMO,MSC,MAERSK EDINBURGH,MSC431186552,TOKYO,2022-12-05,2023-01-01,28,MAN-2023-34856,OOLU9703225|EISU1240319|TCKU7499837,DRY 40',3,17240.6,33.99,804,5,1:0901.11.00:Café sin tostar:450:4055647.50USD | 2:7208.51.00:Productos planos de hierro laminado:177:519815.37USD | 3:3004.90.00:Medicamentos para uso humano:50:293364.00USD | 4:3901.20.00:Polietileno de alta densidad:439:6369099.80USD | 5:8528.72.00:Monitores y pantallas LCD:254:531715.98USD,11769642.65,930043.06,106027.32,12805713.03,6.0,768342.78,2850551.72,3618894.5,EUR,VERDE,LIQUIDADO,2023-01-07
IMP-CL-2022-0000924,2022-09-19,CL,SAN VICENTE,Cencosud S.A.,75.126.144-9,FR,MARITIMO,Evergreen Marine,ANDROMEDA LEADER,EVER519273564,TOKYO,2022-08-24,2022-09-17,26,MAN-2022-88669,MSKU3474935|EISU3482342,HC 40',2,5431.1,18.2,320,5,1:8544.42.00:Conductores eléctricos con conector:203:1126643.91USD | 2:3002.20.00:Vacunas para medicina humana:81:1019743.02USD | 3:7606.11.00:Chapas y hojas de aluminio:382:2815783.12USD | 4:8517.12.00:Teléfonos inteligentes:351:1557502.83USD | 5:8474.20.00:Maquinaria trituradora de minerales:81:77188.95USD,6596861.83,317943.32,94648.92,7009454.07,6.0,420567.24,1411704.05,1832271.29,USD,AMARILLO,ACEPTADO,2022-09-20
IMP-CL-2023-0000925,2023-01-04,CL,ARICA,Importadora del Pacífico Ltda.,5.889.695-9,DE,MARITIMO,Hapag-Lloyd,MSC OSCAR,HAPA721323101,ROTTERDAM,2022-12-14,2023-01-02,21,MAN-2023-29252,HLXU2470634|HLXU2996942|APHU5566676,HC 40',3,25759.9,6.08,480,1,1:1006.30.00:Arroz semiblanqueado:396:895546.08USD,895546.08,54894.17,12611.01,963051.26,6.0,57783.08,193958.52,251741.6,USD,VERDE,ACEPTADO,2023-01-07
IMP-CL-2023-0000926,2023-04-09,CL,IQUIQUE,Comercial Atacama S.A.,96.411.177-9,IN,MARITIMO,PIL,PIL SINGAPORE,PIL433646237,NINGBO,2023-02-27,2023-04-08,41,MAN-2023-29739,COSU3535547|YMLU1757196|TCKU2621834|MSKU8165282,REEFER 40',4,4550.0,11.03,1017,3,1:8528.72.00:Monitores y pantallas LCD:414:5610184.38USD | 2:6109.10.00:Camisetas de algodón:475:5629875.75USD | 3:8471.30.00:Computadores portátiles:263:879592.98USD,12119653.11,784545.62,157598.96,13061797.69,6.0,783707.86,2630646.05,3414353.91,USD,VERDE,LIQUIDADO,2023-04-11
IMP-VN-2023-0000927,2023-12-06,VN,DA NANG,Masan Group,VN6376291172,GB,MARITIMO,HMM,SANTA URSULA,HMM694873293,SINGAPORE,2023-11-04,2023-12-03,32,MAN-2023-40199,TCKU6277562|YMLU5956453|TCKU3151871|EISU4399048,HC 40',4,3710.8,63.44,1088,5,1:3002.20.00:Vacunas para medicina humana:232:3384028.56USD | 2:8703.23.00:Automóviles de turismo:398:5636858.08USD | 3:1006.30.00:Arroz semiblanqueado:178:2314704.88USD | 4:2204.21.00:Vino tinto en botellas:214:686077.58USD | 5:7606.11.00:Chapas y hojas de aluminio:360:1625259.60USD,13646928.7,766055.64,140998.22,14553982.56,6.0,873238.95,1542722.15,2415961.1,USD,VERDE,ACEPTADO,2023-12-11
IMP-VN-2024-0000928,2024-11-12,VN,HANOI,Sabeco,VN2346068287,DE,MARITIMO,HMM,YANG MING WIND,HMM982133541,NINGBO,2024-10-10,2024-11-11,33,MAN-2024-99655,APHU3155940,REEFER 40',1,15514.5,37.18,667,1,1:6109.10.00:Camisetas de algodón:226:1346209.68USD,1346209.68,69676.32,19049.97,1434935.97,15.0,215240.4,165017.64,380258.04,USD,AMARILLO,ACEPTADO,2024-11-14
IMP-ES-2024-0000929,2024-01-08,ES,BILBAO,Telefónica S.A.,ES48407192M,KR,MARITIMO,COSCO Shipping,MSC ISTANBUL,COSC946595695,GUANGZHOU,2023-12-02,2024-01-07,37,MAN-2024-87447,COSU5958242,OPEN TOP 20',1,25208.1,10.34,549,1,1:2204.21.00:Vino tinto en botellas:398:4478885.04USD,4478885.04,164882.12,28145.07,4671912.23,15.0,700786.83,1128266.8,1829053.63,EUR,VERDE,ACEPTADO,2024-01-13
IMP-ES-2023-0000930,2023-09-19,ES,BILBAO,SEAT S.A.,ES84027581P,DE,MARITIMO,Hapag-Lloyd,COSCO SHIPPING UNIVERSE,HAPA662096253,VALENCIA,2023-08-21,2023-09-16,29,MAN-2023-79557,TCKU8250039|TRHU8841724|MSCU2547444|MSCU1766854,OPEN TOP 20',4,6165.6,46.16,473,4,1:0901.11.00:Café sin tostar:36:321531.84USD | 2:6109.10.00:Camisetas de algodón:314:4004931.84USD | 3:8703.23.00:Automóviles de turismo:50:608175.00USD | 4:3901.20.00:Polietileno de alta densidad:350:4469811.50USD,9404450.18,388771.34,124015.34,9917236.86,6.0,595034.21,2207576.92,2802611.13,EUR,VERDE,LIQUIDADO,2023-09-24
IMP-ES-2024-0000931,2024-09-02,ES,BARCELONA,Freixenet S.A.,ES53150061J,US,MARITIMO,COSCO Shipping,EVER GIVEN,COSC114796240,GUANGZHOU,2024-07-30,2024-08-31,34,MAN-2024-67536,COSU8333403|HLXU9639747,DRY 40',2,14003.7,23.75,102,1,1:8429.51.00:Cargadores frontales:60:330100.80USD,330100.8,19653.6,3298.17,353052.57,6.0,21183.15,78589.5,99772.65,EUR,VERDE,ACEPTADO,2024-09-05
IMP-CL-2023-0000932,2023-02-28,CL,ARICA,Minera Collahuasi S.A.,21.229.908-9,AR,MARITIMO,MSC,ANDROMEDA LEADER,MSC545965891,SINGAPORE,2023-01-20,2023-02-27,39,MAN-2023-75987,OOLU6926589|OOLU1210079|MSCU8537680|OOLU3336223,DRY 40',4,24007.2,40.73,326,3,1:2710.12.00:Gasolina:285:1982237.70USD | 2:8703.23.00:Automóviles de turismo:236:1670705.36USD | 3:3004.90.00:Medicamentos para uso humano:440:3278255.20USD,6931198.26,210146.2,35903.52,7177247.98,6.0,430634.88,1445497.74,1876132.62,USD,AMARILLO,LIQUIDADO,2023-03-05
IMP-CL-2024-0000933,2024-09-11,CL,SAN ANTONIO,Falabella Retail S.A.,32.593.013-5,IT,MARITIMO,HMM,HAPAG LLOYD BERLIN,HMM703895626,HONG KONG,2024-08-07,2024-09-09,35,MAN-2024-85796,OOLU7725762,OPEN TOP 20',1,27082.1,7.11,569,4,1:8429.51.00:Cargadores frontales:307:951024.60USD | 2:3002.20.00:Vacunas para medicina humana:436:76862.44USD | 3:6109.10.00:Camisetas de algodón:154:1668069.48USD | 4:8703.23.00:Automóviles de turismo:185:1787334.95USD,4483291.47,358282.24,41734.45,4883308.16,6.0,292998.49,983498.26,1276496.75,USD,VERDE,ACEPTADO,2024-09-12
IMP-CL-2024-0000934,2024-12-02,CL,VALPARAISO,Cencosud S.A.,81.868.659-4,BR,MARITIMO,Evergreen Marine,PACIFIC CARRIER,EVER768581293,LOS ANGELES,2024-10-24,2024-11-30,39,MAN-2024-19601,OOLU5234909|APHU2591276,DRY 20',2,19455.7,52.23,1196,4,1:2204.21.00:Vino tinto en botellas:93:165920.37USD | 2:8474.20.00:Maquinaria trituradora de minerales:447:2609626.23USD | 3:8429.51.00:Cargadores frontales:121:849487.76USD | 4:6109.10.00:Camisetas de algodón:350:467019.00USD,4092053.36,277674.91,21236.82,4390965.09,10.0,439096.51,917711.7,1356808.21,USD,AMARILLO,LIQUIDADO,2024-12-04
IMP-CL-2023-0000935,2023-02-09,CL,ARICA,Minera Collahuasi S.A.,30.768.275-3,CN,MARITIMO,Maersk Line,HMM ALGECIRAS,MAER971246164,HAMBURG,2023-01-19,2023-02-08,21,MAN-2023-99073,YMLU2498185|COSU5309037,REEFER 40',2,2506.8,27.49,1147,4,1:8703.23.00:Automóviles de turismo:91:667760.73USD | 2:3004.90.00:Medicamentos para uso humano:237:1521722.49USD | 3:1006.30.00:Arroz semiblanqueado:253:1808659.05USD | 4:7606.11.00:Chapas y hojas de aluminio:188:1602448.08USD,5600590.35,269074.77,59310.22,5928975.34,0.0,0.0,1126505.31,1126505.31,USD,VERDE,LIQUIDADO,2023-02-13
IMP-CL-2022-0000936,2022-08-24,CL,ARICA,Walmart Chile S.A.,86.028.434-0,DE,MARITIMO,Yang Ming,PIL SINGAPORE,YANG879667809,SINGAPORE,2022-07-26,2022-08-23,29,MAN-2022-10332,YMLU5748939,DRY 40',1,21108.1,31.83,524,1,1:8474.20.00:Maquinaria trituradora de minerales:39:48326.46USD,48326.46,2923.24,403.19,51652.89,10.0,5165.29,10795.45,15960.74,USD,AMARILLO,ACEPTADO,2022-08-29
IMP-CL-2022-0000937,2022-07-19,CL,ARICA,Enap Refinerías S.A.,20.860.705-0,BR,MARITIMO,ONE (Ocean Network Express),YANG MING WIND,ONE591848093,SINGAPORE,2022-06-06,2022-07-17,43,MAN-2022-35384,OOLU8620033,REEFER 40',1,26311.7,29.76,483,3,1:7208.51.00:Productos planos de hierro laminado:430:4057617.60USD | 2:8471.30.00:Computadores portátiles:410:4052243.20USD | 3:0901.11.00:Café sin tostar:293:4200518.32USD,12310379.12,580204.82,173051.46,13063635.4,6.0,783818.12,2631016.17,3414834.29,USD,ROJO,LIQUIDADO,2022-07-21
IMP-CL-2023-0000938,2023-09-18,CL,ARICA,Arauco y Constitución S.A.,32.595.424-K,BR,MARITIMO,Hapag-Lloyd,MSC OSCAR,HAPA104941743,GUANGZHOU,2023-08-24,2023-09-15,25,MAN-2023-64225,MSKU7107511|EISU8447933|TRHU4279429|TCKU9202257,REEFER 20',4,695.6,12.52,697,2,1:8517.12.00:Teléfonos inteligentes:261:3126414.60USD | 2:2204.21.00:Vino tinto en botellas:291:2471433.90USD,5597848.5,442486.35,78135.06,6118469.91,6.0,367108.19,1232259.84,1599368.03,USD,AMARILLO,ACEPTADO,2023-09-23
IMP-ES-2024-0000939,2024-11-06,ES,BILBAO,SEAT S.A.,ES89796198N,IT,MARITIMO,ONE (Ocean Network Express),ANDROMEDA LEADER,ONE656458744,VALENCIA,2024-10-09,2024-11-04,28,MAN-2024-53880,HLXU4263962|OOLU5593713|YMLU9324589,DRY 20',3,5125.9,18.05,1013,5,1:3901.20.00:Polietileno de alta densidad:18:250545.24USD | 2:8544.42.00:Conductores eléctricos con conector:269:1385863.79USD | 3:4011.10.00:Neumáticos para automóviles:310:2207045.00USD | 4:3002.20.00:Vacunas para medicina humana:483:2515497.81USD | 5:8528.72.00:Monitores y pantallas LCD:194:2870189.26USD,9229141.1,497842.66,122743.27,9849727.03,18.0,1772950.87,2440762.36,4213713.23,EUR,AMARILLO,EN REVISIÓN,
IMP-CL-2024-0000940,2024-03-04,CL,ARICA,Walmart Chile S.A.,58.467.481-5,MX,MARITIMO,HMM,MAERSK MC-KINNEY MOLLER,HMM769739453,PORT KLANG,2024-02-03,2024-03-01,30,MAN-2024-94106,MSCU3176146|YMLU1394564|EISU5048971,REEFER 20',3,14116.8,44.03,21,3,1:4011.10.00:Neumáticos para automóviles:382:452219.24USD | 2:6109.10.00:Camisetas de algodón:182:2298836.54USD | 3:7208.51.00:Productos planos de hierro laminado:415:4596859.55USD,7347915.33,321499.3,69316.74,7738731.37,6.0,464323.88,1558580.5,2022904.38,USD,AMARILLO,LIQUIDADO,2024-03-07
IMP-ES-2022-0000941,2022-02-25,ES,ALGECIRAS,Iberdrola S.A.,ES71551989G,US,MARITIMO,Maersk Line,MAERSK MC-KINNEY MOLLER,MAER193803294,PORT KLANG,2022-01-31,2022-02-23,25,MAN-2022-46023,TCKU3027788|HLXU7829698,REEFER 40',2,10943.8,68.44,1084,3,1:6109.10.00:Camisetas de algodón:396:5749080.48USD | 2:3901.20.00:Polietileno de alta densidad:269:32091.70USD | 3:8517.12.00:Teléfonos inteligentes:118:942362.16USD,6723534.34,268511.63,69499.69,7061545.66,6.0,423692.74,1571900.06,1995592.8,EUR,AMARILLO,ACEPTADO,2022-02-28
IMP-CL-2024-0000942,2024-03-02,CL,VALPARAISO,Minera Collahuasi S.A.,70.188.533-3,SG,MARITIMO,ONE (Ocean Network Express),MAERSK MC-KINNEY MOLLER,ONE219678572,SHENZHEN,2024-02-07,2024-03-01,24,MAN-2024-44662,HLXU4390524|YMLU7619755|COSU5716623|OOLU5470756,OPEN TOP 20',4,27544.9,56.26,817,3,1:8471.30.00:Computadores portátiles:24:288827.04USD | 2:1006.30.00:Arroz semiblanqueado:451:958767.37USD | 3:8474.20.00:Maquinaria trituradora de minerales:185:1434251.35USD,2681845.76,197028.41,25529.98,2904404.15,10.0,290440.41,607020.47,897460.88,USD,VERDE,EN REVISIÓN,
IMP-ES-2022-0000943,2022-10-28,ES,ALGECIRAS,Grupo Antolin S.A.,ES89194111G,NL,MARITIMO,Yang Ming,ANDROMEDA LEADER,YANG968186767,LOS ANGELES,2022-09-15,2022-10-27,43,MAN-2022-13005,COSU8874095|HLXU9696799|HLXU4960412|MSCU8165820,DRY 20',4,7748.6,18.97,668,5,1:0901.11.00:Café sin tostar:92:867376.00USD | 2:8528.72.00:Monitores y pantallas LCD:224:153072.64USD | 3:8517.12.00:Teléfonos inteligentes:412:3297841.64USD | 4:4011.10.00:Neumáticos para automóviles:350:4588167.50USD | 5:8471.30.00:Computadores portátiles:168:291248.16USD,9197705.94,413450.54,93609.5,9704765.98,10.0,970476.6,2241800.94,3212277.54,EUR,VERDE,EN REVISIÓN,
IMP-CL-2023-0000944,2023-01-11,CL,IQUIQUE,Arauco y Constitución S.A.,66.971.106-4,GB,MARITIMO,MSC,ANDROMEDA LEADER,MSC792142376,BUSAN,2022-12-11,2023-01-10,31,MAN-2023-88410,APHU3009073,DRY 40',1,16992.1,20.55,827,2,1:7208.51.00:Productos planos de hierro laminado:372:2253680.16USD | 2:8471.30.00:Computadores portátiles:271:1913493.06USD,4167173.22,215174.73,40440.14,4422788.09,6.0,265367.29,890749.52,1156116.81,USD,VERDE,ACEPTADO,2023-01-16
IMP-VN-2022-0000945,2022-07-29,VN,HAI PHONG,TH Group,VN5161759873,CN,MARITIMO,HMM,EVER GIVEN,HMM373058142,HAMBURG,2022-06-19,2022-07-26,40,MAN-2022-39884,TRHU2109614|MSCU7785754|EISU2998259|MSCU8169169,HC 40',4,1622.8,7.33,941,2,1:6203.42.00:Pantalones de mezclilla:211:2959962.86USD | 2:7606.11.00:Chapas y hojas de aluminio:229:33120.27USD,2993083.13,226975.43,30081.21,3250139.77,0.0,0.0,325013.98,325013.98,USD,VERDE,LIQUIDADO,2022-08-03
IMP-CL-2024-0000946,2024-08-05,CL,IQUIQUE,Walmart Chile S.A.,47.339.082-9,AR,MARITIMO,Hapag-Lloyd,COSCO SHIPPING UNIVERSE,HAPA314644190,PORT KLANG,2024-07-12,2024-08-03,24,MAN-2024-13139,OOLU5300484|HLXU2387594,REEFER 20',2,14042.3,38.75,1039,3,1:0901.11.00:Café sin tostar:450:1773981.00USD | 2:8471.30.00:Computadores portátiles:67:481953.78USD | 3:8544.42.00:Conductores eléctricos con conector:264:231200.64USD,2487135.42,75844.06,15362.64,2578342.12,6.0,154700.53,519278.1,673978.63,USD,AMARILLO,LIQUIDADO,2024-08-07
IMP-CL-2022-0000947,2022-03-10,CL,PUERTO MONTT,Codelco Chile,8.939.506-7,JP,MARITIMO,COSCO Shipping,HAPAG LLOYD BERLIN,COSC395470670,TOKYO,2022-02-06,2022-03-07,32,MAN-2022-56297,TCKU7747887,REEFER 20',1,5885.4,6.39,348,3,1:3002.20.00:Vacunas para medicina humana:80:508452.00USD | 2:8471.30.00:Computadores portátiles:320:3750643.20USD | 3:1006.30.00:Arroz semiblanqueado:64:713653.12USD,4972748.32,188704.28,66306.88,5227759.48,15.0,784163.92,1142265.45,1926429.37,USD,VERDE,RECHAZADO,
IMP-CL-2023-0000948,2023-01-04,CL,VALPARAISO,Enap Refinerías S.A.,74.414.571-2,US,MARITIMO,CMA CGM,MAERSK MC-KINNEY MOLLER,CMA667306663,SHENZHEN,2022-11-26,2023-01-02,39,MAN-2023-49446,MSCU5902406,DRY 40',1,6013.1,48.18,1098,2,1:8701.20.00:Tractores de carretera:61:134082.88USD | 2:8471.30.00:Computadores portátiles:500:4711525.00USD,4845607.88,231930.81,28754.71,5106293.4,6.0,306377.6,1028407.49,1334785.09,USD,AMARILLO,LIQUIDADO,2023-01-05
IMP-CL-2022-0000949,2022-03-08,CL,PUERTO MONTT,Minera Collahuasi S.A.,70.232.435-2,AR,MARITIMO,Evergreen Marine,EVER GIVEN,EVER248265722,GUANGZHOU,2022-01-31,2022-03-07,36,MAN-2022-77530,COSU9143886|TRHU8500604|HLXU9815340,OPEN TOP 20',3,4634.9,59.02,684,1,1:2204.21.00:Vino tinto en botellas:153:1218643.47USD,1218643.47,79749.04,8743.94,1307136.45,10.0,130713.65,273191.52,403905.17,USD,VERDE,ACEPTADO,2022-03-12
IMP-VN-2022-0000950,2022-09-27,VN,HAI PHONG,Vinamilk,VN7676125158,JP,MARITIMO,Hapag-Lloyd,COSCO SHIPPING UNIVERSE,HAPA891448888,BARCELONA,2022-08-22,2022-09-25,36,MAN-2022-52642,APHU9823952|MSKU6646262|EISU1688179|HLXU1899889,REEFER 40',4,3908.2,32.51,682,1,1:2710.12.00:Gasolina:176:488952.64USD,488952.64,23526.85,5605.95,518085.44,15.0,77712.82,59579.83,137292.65,USD,VERDE,LIQUIDADO,2022-09-28
IMP-CL-2022-0000951,2022-10-06,CL,SAN VICENTE,Arauco y Constitución S.A.,89.233.088-7,SG,MARITIMO,CMA CGM,YANG MING WIND,CMA499543498,BARCELONA,2022-08-29,2022-10-04,38,MAN-2022-45587,EISU6580794|APHU9569460,DRY 20',2,24117.1,38.01,284,3,1:3002.20.00:Vacunas para medicina humana:122:1679034.76USD | 2:0901.11.00:Café sin tostar:14:93238.04USD | 3:8517.12.00:Teléfonos inteligentes:436:2703404.92USD,4475677.72,342452.19,37894.21,4856024.12,6.0,291361.45,978003.26,1269364.71,USD,AMARILLO,ACEPTADO,2022-10-11
